#,title,text,embedding_dims,embedding_preview (5 số đầu)
24,Ngành Kinh doanh quốc tế (Mã ngành: 7340120) - Trường Đại học Công Thương TP.HCM - Tuyển Sinh HUIT (HUIT Cổng tuyển sinh chính thức),"# Ngành Kinh doanh quốc tế (Mã ngành: 7340120)
**MÃ NGÀNH:** `7340120` | **KHOA QUẢN LÝ:** Khoa Quản trị kinh doanh
**THỜI GIAN ĐÀO TẠO:** 3.5 năm (150 tín chỉ) | **HỌC PHÍ:** 14 - 16 triệu đồng/học kỳ
## 1. TỔ HỢP MÔN XÉT TUYỂN
- A00 (Toán, Lý, Hóa)
- A01 (Toán, Lý, Anh)
- D01 (Toán, Văn, Anh)
- D10 (Toán, Địa, Anh)
## 2. MỚI NHẤT: ĐIỂM SÀN & ĐIỂM CHUẨN THAM KHẢO
- **Điểm sàn xét tuyển THPT 2025 (Chính thức)**: `16.00 điểm`
- **Điểm sàn Đánh giá năng lực ĐHQG-HCM 2025**: `600 điểm`
- Điểm trúng tuyển THPT năm 2024: `22.75 điểm`
- Điểm trúng tuyển Học bạ năm 2024: `24.75 điểm`
## 3. MÔ TẢ NGÀNH & MỤC TIÊU ĐÀO TẠO",384,"-0.0785, -0.0683, -0.0325, -0.1543, 0.0053 ..."
25,Ngành Kinh doanh quốc tế (Mã ngành: 7340120) - Trường Đại học Công Thương TP.HCM - Tuyển Sinh HUIT (HUIT Cổng tuyển sinh chính thức),"Chuyên về Thương mại Quốc tế, Xuất nhập khẩu, Thanh toán Quốc tế, Đầu tư Quốc tế, Marketing Toàn cầu và Đàm phán Thương mại Quốc tế.
## 4. CƠ HỘI NGHỀ NGHIỆP VÀ VỊ TRÍ LÀM VIỆC SAU TỐT NGHIỆP
- Chuyên viên Xuất Nhập Khẩu (Import-Export Specialist)
- Chuyên viên Thanh toán Quốc tế tại Ngân hàng
- Chuyên viên Phát triển Thị trường Toàn cầu
- Chuyên viên Logistics & Chuỗi Cung ứng Quốc tế
## 5. PHƯƠNG THỨC XÉT TUYỂN VÀ HỌC BỔNG
- **Phương thức 1**: Xét theo kết quả kỳ thi tốt nghiệp THPT 2025 - 2026.
- **Phương thức 2**: Xét theo học bạ THPT (Trung bình cộng 3 môn tổ hợp lớp 10, 11 và HK1 lớp 12 hoặc cả năm lớp 12 >= 18.0 - 20.0 điểm).
- **Phương thức 3**: Xét theo điểm thi Đánh giá Năng lực do ĐHQG-HCM tổ chức.",384,"0.0293, 0.0100, -0.0184, -0.0169, 0.1117 ..."
26,Ngành Logistics và quản lý chuỗi cung ứng (Mã ngành: 7510605) - Trường Đại học Công Thương TP.HCM -  (HUIT Cổng tuyển sinh chính thức),"# Ngành Logistics và quản lý chuỗi cung ứng (Mã ngành: 7510605)
**MÃ NGÀNH:** `7510605` | **KHOA QUẢN LÝ:** Khoa Quản lý công nghiệp & Logistics
**THỜI GIAN ĐÀO TẠO:** 3.5 năm (150 tín chỉ) | **HỌC PHÍ:** 14 - 16 triệu đồng/học kỳ
## 1. TỔ HỢP MÔN XÉT TUYỂN
- A00 (Toán, Lý, Hóa)
- A01 (Toán, Lý, Anh)
- D01 (Toán, Văn, Anh)
- D10 (Toán, Địa, Anh)
## 2. MỚI NHẤT: ĐIỂM SÀN & ĐIỂM CHUẨN THAM KHẢO
- **Điểm sàn xét tuyển THPT 2025 (Chính thức)**: `16.00 điểm`
- **Điểm sàn Đánh giá năng lực ĐHQG-HCM 2025**: `600 điểm`
- Điểm trúng tuyển THPT năm 2024: `22.50 điểm`
- Điểm trúng tuyển Học bạ năm 2024: `24.50 điểm`
## 3. MÔ TẢ NGÀNH & MỤC TIÊU ĐÀO TẠO",384,"-0.1113, -0.0981, 0.0066, -0.0388, 0.0464 ..."
27,Ngành Logistics và quản lý chuỗi cung ứng (Mã ngành: 7510605) - Trường Đại học Công Thương TP.HCM -  (HUIT Cổng tuyển sinh chính thức),"Đào tạo quản lý kho vận, giao nhận vận tải đa phương thức, mua hàng (Procurement), quản trị chuỗi cung ứng toàn cầu, tối ưu hóa chi phí vận chuyển.
## 4. CƠ HỘI NGHỀ NGHIỆP VÀ VỊ TRÍ LÀM VIỆC SAU TỐT NGHIỆP
- Chuyên viên Điều phối Logistics & Vận tải
- Quản trị Kho hàng & Giao nhận (Warehouse Manager)
- Chuyên viên Mua hàng & Quản lý Cung ứng (Procurement Officer)
- Chuyên viên Giao nhận Xuất nhập khẩu & Forwarding
## 5. PHƯƠNG THỨC XÉT TUYỂN VÀ HỌC BỔNG
- **Phương thức 1**: Xét theo kết quả kỳ thi tốt nghiệp THPT 2025 - 2026.
- **Phương thức 2**: Xét theo học bạ THPT (Trung bình cộng 3 môn tổ hợp lớp 10, 11 và HK1 lớp 12 hoặc cả năm lớp 12 >= 18.0 - 20.0 điểm).
- **Phương thức 3**: Xét theo điểm thi Đánh giá Năng lực do ĐHQG-HCM tổ chức.",384,"0.0658, 0.0297, 0.1204, 0.0442, 0.0930 ..."
28,Ngành Quản trị kinh doanh (Mã ngành: 7340101) - Trường Đại học Công Thương TP.HCM - Tuyển Sinh HUIT (HUIT Cổng tuyển sinh chính thức),"# Ngành Quản trị kinh doanh (Mã ngành: 7340101)
**MÃ NGÀNH:** `7340101` | **KHOA QUẢN LÝ:** Khoa Quản trị kinh doanh
**THỜI GIAN ĐÀO TẠO:** 3.5 năm (150 tín chỉ) | **HỌC PHÍ:** 14 - 16 triệu đồng/học kỳ
## 1. TỔ HỢP MÔN XÉT TUYỂN
- A00 (Toán, Lý, Hóa)
- A01 (Toán, Lý, Anh)
- D01 (Toán, Văn, Anh)
- D10 (Toán, Địa, Anh)
## 2. MỚI NHẤT: ĐIỂM SÀN & ĐIỂM CHUẨN THAM KHẢO
- **Điểm sàn xét tuyển THPT 2025 (Chính thức)**: `16.00 điểm`
- **Điểm sàn Đánh giá năng lực ĐHQG-HCM 2025**: `600 điểm`
- Điểm trúng tuyển THPT năm 2024: `21.75 điểm`
- Điểm trúng tuyển Học bạ năm 2024: `23.75 điểm`
## 3. MÔ TẢ NGÀNH & MỤC TIÊU ĐÀO TẠO",384,"-0.0810, 0.0097, -0.0533, -0.0803, -0.0601 ..."
29,Ngành Quản trị kinh doanh (Mã ngành: 7340101) - Trường Đại học Công Thương TP.HCM - Tuyển Sinh HUIT (HUIT Cổng tuyển sinh chính thức),"Trang bị tư duy quản trị doanh nghiệp tổng thể, chiến lược kinh doanh, quản trị nhân sự, điều hành sản xuất, quản trị tài chính doanh nghiệp và khởi nghiệp.
## 4. CƠ HỘI NGHỀ NGHIỆP VÀ VỊ TRÍ LÀM VIỆC SAU TỐT NGHIỆP
- Chuyên viên Khởi nghiệp & Điều hành Doanh nghiệp
- Chuyên viên Phát triển Dự án Kinh doanh
- Quản lý Kinh doanh (Sales / Business Development Manager)
- Trợ lý Giám đốc & Tư vấn Chiến lược
## 5. PHƯƠNG THỨC XÉT TUYỂN VÀ HỌC BỔNG
- **Phương thức 1**: Xét theo kết quả kỳ thi tốt nghiệp THPT 2025 - 2026.
- **Phương thức 2**: Xét theo học bạ THPT (Trung bình cộng 3 môn tổ hợp lớp 10, 11 và HK1 lớp 12 hoặc cả năm lớp 12 >= 18.0 - 20.0 điểm).
- **Phương thức 3**: Xét theo điểm thi Đánh giá Năng lực do ĐHQG-HCM tổ chức.",384,"0.1165, 0.0856, 0.0813, 0.0416, 0.0608 ..."
30,Ngành Thương mại điện tử (Mã ngành: 7340122) - Trường Đại học Công Thương TP.HCM - Tuyển Sinh HUIT (HUIT Cổng tuyển sinh chính thức),"# Ngành Thương mại điện tử (Mã ngành: 7340122)
**MÃ NGÀNH:** `7340122` | **KHOA QUẢN LÝ:** Khoa Quản trị kinh doanh
**THỜI GIAN ĐÀO TẠO:** 3.5 năm (150 tín chỉ) | **HỌC PHÍ:** 14 - 16 triệu đồng/học kỳ
## 1. TỔ HỢP MÔN XÉT TUYỂN
- A00 (Toán, Lý, Hóa)
- A01 (Toán, Lý, Anh)
- D01 (Toán, Văn, Anh)
- D10 (Toán, Địa, Anh)
## 2. MỚI NHẤT: ĐIỂM SÀN & ĐIỂM CHUẨN THAM KHẢO
- **Điểm sàn xét tuyển THPT 2025 (Chính thức)**: `16.00 điểm`
- **Điểm sàn Đánh giá năng lực ĐHQG-HCM 2025**: `600 điểm`
- Điểm trúng tuyển THPT năm 2024: `22.00 điểm`
- Điểm trúng tuyển Học bạ năm 2024: `24.00 điểm`
## 3. MÔ TẢ NGÀNH & MỤC TIÊU ĐÀO TẠO",384,"-0.0922, -0.0142, 0.0045, -0.1524, -0.0802 ..."
31,Ngành Thương mại điện tử (Mã ngành: 7340122) - Trường Đại học Công Thương TP.HCM - Tuyển Sinh HUIT (HUIT Cổng tuyển sinh chính thức),"Khai thác kinh doanh trên sàn Shopee, Lazada, TikTok Shop, Amazon; thiết kế hệ thống gian hàng số, thanh toán điện tử, tiếp thị liên kết (Affiliate Marketing).
## 4. CƠ HỘI NGHỀ NGHIỆP VÀ VỊ TRÍ LÀM VIỆC SAU TỐT NGHIỆP
- Chuyên viên Vận hành Sàn Thương mại Điện tử (E-commerce Operation)
- Quản lý Gian hàng Số & TikTok Shop / Shopee / Lazada
- Chuyên viên Tiếp thị Liên kết & Online Marketing
- Chuyên viên Phát triển Hệ thống E-business
## 5. PHƯƠNG THỨC XÉT TUYỂN VÀ HỌC BỔNG
- **Phương thức 1**: Xét theo kết quả kỳ thi tốt nghiệp THPT 2025 - 2026.
- **Phương thức 2**: Xét theo học bạ THPT (Trung bình cộng 3 môn tổ hợp lớp 10, 11 và HK1 lớp 12 hoặc cả năm lớp 12 >= 18.0 - 20.0 điểm).",384,"-0.0086, -0.0777, 0.0986, 0.0124, -0.1866 ..."
32,Ngành Tài chính ngân hàng (Mã ngành: 7340201) - Trường Đại học Công Thương TP.HCM - Tuyển Sinh HUIT (HUIT Cổng tuyển sinh chính thức),"# Ngành Tài chính ngân hàng (Mã ngành: 7340201)
**MÃ NGÀNH:** `7340201` | **KHOA QUẢN LÝ:** Khoa Tài chính - Kế toán
**THỜI GIAN ĐÀO TẠO:** 3.5 năm (150 tín chỉ) | **HỌC PHÍ:** 14 - 16 triệu đồng/học kỳ
## 1. TỔ HỢP MÔN XÉT TUYỂN
- A00 (Toán, Lý, Hóa)
- A01 (Toán, Lý, Anh)
- D01 (Toán, Văn, Anh)
- D10 (Toán, Địa, Anh)
## 2. MỚI NHẤT: ĐIỂM SÀN & ĐIỂM CHUẨN THAM KHẢO
- **Điểm sàn xét tuyển THPT 2025 (Chính thức)**: `16.00 điểm`
- **Điểm sàn Đánh giá năng lực ĐHQG-HCM 2025**: `600 điểm`
- Điểm trúng tuyển THPT năm 2024: `21.50 điểm`
- Điểm trúng tuyển Học bạ năm 2024: `23.50 điểm`
## 3. MÔ TẢ NGÀNH & MỤC TIÊU ĐÀO TẠO",384,"-0.0636, -0.0133, -0.2060, -0.0837, -0.0961 ..."
33,Ngành Tài chính ngân hàng (Mã ngành: 7340201) - Trường Đại học Công Thương TP.HCM - Tuyển Sinh HUIT (HUIT Cổng tuyển sinh chính thức),"Đào tạo quản trị tín dụng, đầu tư tài chính, phân tích chứng khoán, quản trị rủi ro ngân hàng, tài chính doanh nghiệp và giao dịch ngoại hối.
## 4. CƠ HỘI NGHỀ NGHIỆP VÀ VỊ TRÍ LÀM VIỆC SAU TỐT NGHIỆP
- Chuyên viên Quan hệ Khách hàng Ngân hàng (RM)
- Chuyên viên Phân tích Đầu tư Chứng khoán
- Chuyên viên Thẩm định Tín dụng & Quản trị Rủi ro
- Chuyên viên Tài chính Doanh nghiệp (Corporate Finance)
## 5. PHƯƠNG THỨC XÉT TUYỂN VÀ HỌC BỔNG
- **Phương thức 1**: Xét theo kết quả kỳ thi tốt nghiệp THPT 2025 - 2026.
- **Phương thức 2**: Xét theo học bạ THPT (Trung bình cộng 3 môn tổ hợp lớp 10, 11 và HK1 lớp 12 hoặc cả năm lớp 12 >= 18.0 - 20.0 điểm).
- **Phương thức 3**: Xét theo điểm thi Đánh giá Năng lực do ĐHQG-HCM tổ chức.",384,"0.1108, 0.0496, -0.1293, 0.0262, 0.1175 ..."
34,Ngành Công nghệ Tài Chính (Fintech) (Mã ngành: 7340205) - Trường Đại học Công Thương TP.HCM - Tuyển  (HUIT Cổng tuyển sinh chính thức),"# Ngành Công nghệ Tài Chính (Fintech) (Mã ngành: 7340205)
**MÃ NGÀNH:** `7340205` | **KHOA QUẢN LÝ:** Khoa Tài chính - Kế toán
**THỜI GIAN ĐÀO TẠO:** 3.5 năm (150 tín chỉ) | **HỌC PHÍ:** 14 - 16 triệu đồng/học kỳ
## 1. TỔ HỢP MÔN XÉT TUYỂN
- A00 (Toán, Lý, Hóa)
- A01 (Toán, Lý, Anh)
- D01 (Toán, Văn, Anh)
- D07 (Toán, Hóa, Anh)
## 2. MỚI NHẤT: ĐIỂM SÀN & ĐIỂM CHUẨN THAM KHẢO
- **Điểm sàn xét tuyển THPT 2025 (Chính thức)**: `16.00 điểm`
- **Điểm sàn Đánh giá năng lực ĐHQG-HCM 2025**: `600 điểm`
- Điểm trúng tuyển THPT năm 2024: `21.00 điểm`
- Điểm trúng tuyển Học bạ năm 2024: `23.00 điểm`
## 3. MÔ TẢ NGÀNH & MỤC TIÊU ĐÀO TẠO",384,"-0.1314, -0.0218, -0.1196, -0.1176, -0.0330 ..."
35,Ngành Công nghệ Tài Chính (Fintech) (Mã ngành: 7340205) - Trường Đại học Công Thương TP.HCM - Tuyển  (HUIT Cổng tuyển sinh chính thức),"Kết hợp công nghệ dữ liệu, Blockchain, AI, Ví điện tử, Cổng thanh toán, Ngân hàng số và Phân tích rủi ro tài chính thuật toán.
## 4. CƠ HỘI NGHỀ NGHIỆP VÀ VỊ TRÍ LÀM VIỆC SAU TỐT NGHIỆP
- Chuyên viên Phát triển Sản phẩm Fintech (Product Owner)
- Chuyên viên Phân tích Dữ liệu Tài chính (Financial Data Analyst)
- Chuyên viên Vận hành Hệ thống Thanh toán Số & Ví Điện tử
- Chuyên viên Quản trị Rủi ro Công nghệ Ngân hàng Số
## 5. PHƯƠNG THỨC XÉT TUYỂN VÀ HỌC BỔNG
- **Phương thức 1**: Xét theo kết quả kỳ thi tốt nghiệp THPT 2025 - 2026.
- **Phương thức 2**: Xét theo học bạ THPT (Trung bình cộng 3 môn tổ hợp lớp 10, 11 và HK1 lớp 12 hoặc cả năm lớp 12 >= 18.0 - 20.0 điểm).",384,"-0.0342, -0.0184, -0.0975, -0.0365, 0.0586 ..."
36,Ngành Kế toán (Mã ngành: 7340301) - Trường Đại học Công Thương TP.HCM - Tuyển Sinh HUIT (HUIT Cổng tuyển sinh chính thức),"# Ngành Kế toán (Mã ngành: 7340301)
**MÃ NGÀNH:** `7340301` | **KHOA QUẢN LÝ:** Khoa Tài chính - Kế toán
**THỜI GIAN ĐÀO TẠO:** 3.5 năm (150 tín chỉ) | **HỌC PHÍ:** 14 - 16 triệu đồng/học kỳ
## 1. TỔ HỢP MÔN XÉT TUYỂN
- A00 (Toán, Lý, Hóa)
- A01 (Toán, Lý, Anh)
- D01 (Toán, Văn, Anh)
- D10 (Toán, Địa, Anh)
## 2. MỚI NHẤT: ĐIỂM SÀN & ĐIỂM CHUẨN THAM KHẢO
- **Điểm sàn xét tuyển THPT 2025 (Chính thức)**: `16.00 điểm`
- **Điểm sàn Đánh giá năng lực ĐHQG-HCM 2025**: `600 điểm`
- Điểm trúng tuyển THPT năm 2024: `21.25 điểm`
- Điểm trúng tuyển Học bạ năm 2024: `23.25 điểm`
## 3. MÔ TẢ NGÀNH & MỤC TIÊU ĐÀO TẠO",384,"-0.1213, 0.0812, -0.1741, -0.0322, -0.0954 ..."
37,Ngành Kế toán (Mã ngành: 7340301) - Trường Đại học Công Thương TP.HCM - Tuyển Sinh HUIT (HUIT Cổng tuyển sinh chính thức),"Thực hành kế toán tài chính, kế toán quản trị, lập báo cáo thuế, kế toán máy (MISA, SAP), kiểm toán nội bộ và phân tích sức khỏe tài chính doanh nghiệp.
## 4. CƠ HỘI NGHỀ NGHIỆP VÀ VỊ TRÍ LÀM VIỆC SAU TỐT NGHIỆP
- Kế toán viên Tổng hợp / Kế toán Thuế
- Chuyên viên Phân tích Tài chính Doanh nghiệp
- Kế toán Trưởng tại các Công ty và Tập đoàn
- Trợ lý Kiểm toán viên
## 5. PHƯƠNG THỨC XÉT TUYỂN VÀ HỌC BỔNG
- **Phương thức 1**: Xét theo kết quả kỳ thi tốt nghiệp THPT 2025 - 2026.
- **Phương thức 2**: Xét theo học bạ THPT (Trung bình cộng 3 môn tổ hợp lớp 10, 11 và HK1 lớp 12 hoặc cả năm lớp 12 >= 18.0 - 20.0 điểm).
- **Phương thức 3**: Xét theo điểm thi Đánh giá Năng lực do ĐHQG-HCM tổ chức.",384,"0.0307, 0.0604, -0.0091, 0.1212, 0.0592 ..."
38,Ngành Luật kinh tế (Mã ngành: 7380107) - Trường Đại học Công Thương TP.HCM - Tuyển Sinh HUIT (HUIT Cổng tuyển sinh chính thức),"# Ngành Luật kinh tế (Mã ngành: 7380107)
**MÃ NGÀNH:** `7380107` | **KHOA QUẢN LÝ:** Khoa Luật
**THỜI GIAN ĐÀO TẠO:** 3.5 - 4 năm (150 tín chỉ) | **HỌC PHÍ:** 14 - 16 triệu đồng/học kỳ
## 1. TỔ HỢP MÔN XÉT TUYỂN
- A00 (Toán, Lý, Hóa)
- A01 (Toán, Lý, Anh)
- D01 (Toán, Văn, Anh)
- C00 (Văn, Sử, Địa)
## 2. MỚI NHẤT: ĐIỂM SÀN & ĐIỂM CHUẨN THAM KHẢO
- **Điểm sàn xét tuyển THPT 2025 (Chính thức)**: `16.00 điểm`
- **Điểm sàn Đánh giá năng lực ĐHQG-HCM 2025**: `720 điểm`
- Điểm trúng tuyển THPT năm 2024: `22.25 điểm`
- Điểm trúng tuyển Học bạ năm 2024: `24.25 điểm`
## 3. MÔ TẢ NGÀNH & MỤC TIÊU ĐÀO TẠO
Đào tạo pháp luật doanh nghiệp, tư vấn hợp đồng thương mại, giải quyết tranh chấp kinh doanh, luật đầu tư quốc tế, sở hữu trí tuệ và lao động.",384,"-0.0991, 0.0629, -0.1061, -0.0772, -0.0147 ..."
39,Ngành Luật kinh tế (Mã ngành: 7380107) - Trường Đại học Công Thương TP.HCM - Tuyển Sinh HUIT (HUIT Cổng tuyển sinh chính thức),"## 4. CƠ HỘI NGHỀ NGHIỆP VÀ VỊ TRÍ LÀM VIỆC SAU TỐT NGHIỆP
- Chuyên viên Pháp chế Doanh nghiệp (Legal Officer)
- Chuyên viên Tư vấn Hợp đồng và M&A tại Công ty Luật
- Luật sư Kinh doanh Commercial Lawyer
- Chuyên viên Giải quyết Tranh chấp Thương mại & Trọng tài
## 5. PHƯƠNG THỨC XÉT TUYỂN VÀ HỌC BỔNG
- **Phương thức 1**: Xét theo kết quả kỳ thi tốt nghiệp THPT 2025 - 2026.
- **Phương thức 2**: Xét theo học bạ THPT (Trung bình cộng 3 môn tổ hợp lớp 10, 11 và HK1 lớp 12 hoặc cả năm lớp 12 >= 18.0 - 20.0 điểm).
- **Phương thức 3**: Xét theo điểm thi Đánh giá Năng lực do ĐHQG-HCM tổ chức.
- **Phương thức 4**: Xét tuyển thẳng theo quy chế của Bộ GD&ĐT.
- **Phương thức 5**: Xét điểm ĐGNL chuyên biệt Trường ĐH Sư phạm TP.HCM kết hợp học bạ.",384,"-0.0156, 0.1763, 0.0213, -0.0022, -0.0523 ..."
40,Ngành Luật kinh tế (Mã ngành: 7380107) - Trường Đại học Công Thương TP.HCM - Tuyển Sinh HUIT (HUIT Cổng tuyển sinh chính thức),"- **Chính sách học bổng**: HUIT dành hàng tỷ đồng học bổng khuyến khích học tập, học bổng 50% học kỳ 1 cho các ngành ưu tiên, hỗ trợ tân sinh viên vay vốn và khám sức khỏe miễn phí.",384,"-0.0016, 0.1634, -0.1067, 0.0121, 0.2407 ..."
41,Ngành Luật (Mã ngành: 7380101) - Trường Đại học Công Thương TP.HCM - Tuyển Sinh HUIT (HUIT Cổng tuyển sinh chính thức),"# Ngành Luật (Mã ngành: 7380101)
**MÃ NGÀNH:** `7380101` | **KHOA QUẢN LÝ:** Khoa Luật
**THỜI GIAN ĐÀO TẠO:** 3.5 - 4 năm (150 tín chỉ) | **HỌC PHÍ:** 14 - 16 triệu đồng/học kỳ
## 1. TỔ HỢP MÔN XÉT TUYỂN
- A00 (Toán, Lý, Hóa)
- A01 (Toán, Lý, Anh)
- D01 (Toán, Văn, Anh)
- C00 (Văn, Sử, Địa)
## 2. MỚI NHẤT: ĐIỂM SÀN & ĐIỂM CHUẨN THAM KHẢO
- **Điểm sàn xét tuyển THPT 2025 (Chính thức)**: `16.00 điểm`
- **Điểm sàn Đánh giá năng lực ĐHQG-HCM 2025**: `720 điểm`
- Điểm trúng tuyển THPT năm 2024: `21.50 điểm`
- Điểm trúng tuyển Học bạ năm 2024: `23.50 điểm`
## 3. MÔ TẢ NGÀNH & MỤC TIÊU ĐÀO TẠO
Kiến thức toàn diện về Luật Hình sự, Dân sự, Hành chính, Tố tụng, Tư pháp quốc tế và kỹ năng tranh tụng trước tòa án.",384,"-0.1058, 0.1889, -0.1281, -0.1224, -0.1000 ..."
42,Ngành Luật (Mã ngành: 7380101) - Trường Đại học Công Thương TP.HCM - Tuyển Sinh HUIT (HUIT Cổng tuyển sinh chính thức),"## 4. CƠ HỘI NGHỀ NGHIỆP VÀ VỊ TRÍ LÀM VIỆC SAU TỐT NGHIỆP
- Chuyên viên Tư vấn Pháp lý
- Trợ lý Luật sư / Công chứng viên / Đấu giá viên
- Cán bộ Pháp luật tại các Cơ quan Nhà nước, Tòa án, Viện Kiểm sát
## 5. PHƯƠNG THỨC XÉT TUYỂN VÀ HỌC BỔNG
- **Phương thức 1**: Xét theo kết quả kỳ thi tốt nghiệp THPT 2025 - 2026.
- **Phương thức 2**: Xét theo học bạ THPT (Trung bình cộng 3 môn tổ hợp lớp 10, 11 và HK1 lớp 12 hoặc cả năm lớp 12 >= 18.0 - 20.0 điểm).
- **Phương thức 3**: Xét theo điểm thi Đánh giá Năng lực do ĐHQG-HCM tổ chức.
- **Phương thức 4**: Xét tuyển thẳng theo quy chế của Bộ GD&ĐT.
- **Phương thức 5**: Xét điểm ĐGNL chuyên biệt Trường ĐH Sư phạm TP.HCM kết hợp học bạ.",384,"0.0464, 0.1303, 0.0346, -0.0671, -0.0335 ..."
43,Ngành Ngôn ngữ Anh (Mã ngành: 7220201) - Trường Đại học Công Thương TP.HCM - Tuyển Sinh HUIT (HUIT Cổng tuyển sinh chính thức),"# Ngành Ngôn ngữ Anh (Mã ngành: 7220201)
**MÃ NGÀNH:** `7220201` | **KHOA QUẢN LÝ:** Khoa Ngoại ngữ
**THỜI GIAN ĐÀO TẠO:** 3.5 - 4 năm (150 tín chỉ) | **HỌC PHÍ:** 14 - 16 triệu đồng/học kỳ
## 1. TỔ HỢP MÔN XÉT TUYỂN
- A01 (Toán, Lý, Anh)
- D01 (Toán, Văn, Anh)
- D14 (Văn, Sử, Anh)
- D15 (Văn, Địa, Anh)
## 2. MỚI NHẤT: ĐIỂM SÀN & ĐIỂM CHUẨN THAM KHẢO
- **Điểm sàn xét tuyển THPT 2025 (Chính thức)**: `16.00 điểm`
- **Điểm sàn Đánh giá năng lực ĐHQG-HCM 2025**: `600 điểm`
- Điểm trúng tuyển THPT năm 2024: `21.50 điểm`
- Điểm trúng tuyển Học bạ năm 2024: `23.50 điểm`
## 3. MÔ TẢ NGÀNH & MỤC TIÊU ĐÀO TẠO
Thành thạo Tiếng Anh Thương mại, Biên - Phiên dịch Anh - Việt chuyên sâu, Giao tiếp Liên văn hóa, Giảng dạy Tiếng Anh (TESOL/CELTA).",384,"-0.1168, -0.0362, 0.0317, -0.2081, -0.2260 ..."
44,Ngành Ngôn ngữ Anh (Mã ngành: 7220201) - Trường Đại học Công Thương TP.HCM - Tuyển Sinh HUIT (HUIT Cổng tuyển sinh chính thức),"## 4. CƠ HỘI NGHỀ NGHIỆP VÀ VỊ TRÍ LÀM VIỆC SAU TỐT NGHIỆP
- Biên - Phiên dịch viên Tiếng Anh Thương mại
- Chuyên viên Quan hệ Quốc tế & Đối ngoại
- Giảng viên / Giáo viên Tiếng Anh tại các trung tâm & trường học
- Chuyên viên Truyền thông & Du lịch Quốc tế
## 5. PHƯƠNG THỨC XÉT TUYỂN VÀ HỌC BỔNG
- **Phương thức 1**: Xét theo kết quả kỳ thi tốt nghiệp THPT 2025 - 2026.
- **Phương thức 2**: Xét theo học bạ THPT (Trung bình cộng 3 môn tổ hợp lớp 10, 11 và HK1 lớp 12 hoặc cả năm lớp 12 >= 18.0 - 20.0 điểm).
- **Phương thức 3**: Xét theo điểm thi Đánh giá Năng lực do ĐHQG-HCM tổ chức.
- **Phương thức 4**: Xét tuyển thẳng theo quy chế của Bộ GD&ĐT.
- **Phương thức 5**: Xét điểm ĐGNL chuyên biệt Trường ĐH Sư phạm TP.HCM kết hợp học bạ.",384,"0.1246, -0.0677, 0.1594, -0.1935, 0.0539 ..."
45,Ngành Ngôn ngữ Trung Quốc (Mã ngành: 7220204) - Trường Đại học Công Thương TP.HCM - Tuyển Sinh HUIT (HUIT Cổng tuyển sinh chính thức),"# Ngành Ngôn ngữ Trung Quốc (Mã ngành: 7220204)
**MÃ NGÀNH:** `7220204` | **KHOA QUẢN LÝ:** Khoa Ngoại ngữ (Ngành tuyển sinh rất HOT tại HUIT)
**THỜI GIAN ĐÀO TẠO:** 3.5 - 4 năm (150 tín chỉ) | **HỌC PHÍ:** 14 - 16 triệu đồng/học kỳ
## 1. TỔ HỢP MÔN XÉT TUYỂN
- D01 (Toán, Văn, Anh)
- D04 (Toán, Văn, Trung)
- D15 (Văn, Địa, Anh)
- D84 (Toán, Giáo dục công dân, Anh)
## 2. MỚI NHẤT: ĐIỂM SÀN & ĐIỂM CHUẨN THAM KHẢO
- **Điểm sàn xét tuyển THPT 2025 (Chính thức)**: `16.00 điểm`
- **Điểm sàn Đánh giá năng lực ĐHQG-HCM 2025**: `600 điểm`
- Điểm trúng tuyển THPT năm 2024: `22.50 điểm`
- Điểm trúng tuyển Học bạ năm 2024: `24.50 điểm`
## 3. MÔ TẢ NGÀNH & MỤC TIÊU ĐÀO TẠO",384,"-0.1358, -0.0187, 0.0216, -0.0989, -0.2229 ..."
46,Ngành Ngôn ngữ Trung Quốc (Mã ngành: 7220204) - Trường Đại học Công Thương TP.HCM - Tuyển Sinh HUIT (HUIT Cổng tuyển sinh chính thức),"Đào tạo Tiếng Trung Thương mại, Biên - Phiên dịch Hán - Việt, Văn hóa & Kinh tế Trung Quốc, Kỹ năng làm việc tại doanh nghiệp FDI Trung Quốc, Đài Loan.
## 4. CƠ HỘI NGHỀ NGHIỆP VÀ VỊ TRÍ LÀM VIỆC SAU TỐT NGHIỆP
- Biên - Phiên dịch viên Tiếng Trung Quốc
- Chuyên viên Xuất Nhập Khẩu với Thị trường Trung Quốc / Đài Loan
- Trợ lý Giám đốc Doanh nghiệp FDI Trung Quốc / Đài Loan
- Hướng dẫn viên Du lịch & Chuyên viên Đối ngoại
## 5. PHƯƠNG THỨC XÉT TUYỂN VÀ HỌC BỔNG
- **Phương thức 1**: Xét theo kết quả kỳ thi tốt nghiệp THPT 2025 - 2026.
- **Phương thức 2**: Xét theo học bạ THPT (Trung bình cộng 3 môn tổ hợp lớp 10, 11 và HK1 lớp 12 hoặc cả năm lớp 12 >= 18.0 - 20.0 điểm).",384,"0.0574, 0.0642, 0.1178, -0.0699, 0.1747 ..."
